variant,round,metric,value
task3,1972.0,score,1.3
task3,1973.0,score,1.3
task3,1974.0,score,1.28
task3,1975.0,score,1.31
task3,1976.0,score,1.31
task3,1977.0,score,1.33
task3,1978.0,score,1.3
task3,1979.0,score,1.23
task3,1980.0,score,1.23
task3,1981.0,score,1.15
task3,1982.0,score,1.15
task3,1983.0,score,1.17
task3,1984.0,score,1.17
task3,1985.0,score,1.17
task3,1986.0,score,1.17
task3,1987.0,score,1.16
task3,1988.0,score,1.15
task3,1989.0,score,1.14
task3,1990.0,score,1.13
task3,1991.0,score,1.13
task3,1992.0,score,1.12
task3,1993.0,score,1.12
task3,1994.0,score,1.12
task3,1995.0,score,1.09
task3,1996.0,score,1.1
task3,1997.0,score,1.12
task3,1998.0,score,1.13
task3,1999.0,score,1.13
task3,2000.0,score,1.21
task3,2001.0,score,1.27
task3,2002.0,score,1.29
task3,2003.0,score,1.35
task3,2004.0,score,1.35
task3,2005.0,score,1.39
task3,2006.0,score,1.39
task3,2007.0,score,1.42
task3,2008.0,score,1.41
task3,2009.0,score,1.45
task3,2010.0,score,1.44
task3,2011.0,score,1.44
task3,2012.0,score,1.45
task3,2013.0,score,1.45
task3,2014.0,score,1.43
task3,2015.0,score,1.43
task3,2016.0,score,1.44
task3,2017.0,score,1.46
task3,2018.0,score,1.44
task3,2019.0,score,1.45
task3,2020.0,score,1.44
task3,2021.0,score,1.44
task3,2022.0,score,1.45
task3,2023.0,score,1.44
task3,2024.0,score,1.43
task3,2025.0,score,1.42
task3,2026.0,score,1.38
task3,2027.0,score,1.39
task3,2028.0,score,1.46
task3,2029.0,score,1.51
task3,2030.0,score,1.49
task3,2031.0,score,1.49
task3,2032.0,score,1.49
task3,2033.0,score,1.52
task3,2034.0,score,1.52
task3,2035.0,score,1.51
task3,2036.0,score,1.5
task3,2037.0,score,1.5
task3,2038.0,score,1.49
task3,2039.0,score,1.49
task3,2040.0,score,1.5
task3,2041.0,score,1.5
task3,2042.0,score,1.5
task3,2043.0,score,1.53
task3,2044.0,score,1.49
task3,2045.0,score,1.54
task3,2046.0,score,1.54
task3,2047.0,score,1.54
task3,2048.0,score,1.5
task3,2049.0,score,1.5
task3,2050.0,score,1.52
task3,2051.0,score,1.53
task3,2052.0,score,1.53
task3,2053.0,score,1.5
task3,2054.0,score,1.52
task3,2055.0,score,1.53
task3,2056.0,score,1.53
task3,2057.0,score,1.53
task3,2058.0,score,1.52
task3,2059.0,score,1.5
task3,2060.0,score,1.49
task3,2061.0,score,1.43
task3,2062.0,score,1.45
task3,2063.0,score,1.45
task3,2064.0,score,1.46
task3,2065.0,score,1.37
task3,2066.0,score,1.36
task3,2067.0,score,1.34
task3,2068.0,score,1.33
task3,2069.0,score,1.35
task3,2070.0,score,1.29
task3,2071.0,score,1.28
task3,2072.0,score,1.27
task3,2073.0,score,1.3
task3,2074.0,score,1.36
task3,2075.0,score,1.33
task3,2076.0,score,1.32
task3,2077.0,score,1.3
task3,2078.0,score,1.31
task3,2079.0,score,1.31
task3,2080.0,score,1.32
task3,2081.0,score,1.32
task3,2082.0,score,1.32
task3,2083.0,score,1.3
task3,2084.0,score,1.3
task3,2085.0,score,1.3
task3,2086.0,score,1.31
task3,2087.0,score,1.3
task3,2088.0,score,1.3
task3,2089.0,score,1.31
task3,2090.0,score,1.33
task3,2091.0,score,1.32
task3,2092.0,score,1.33
task3,2093.0,score,1.33
task3,2094.0,score,1.33
task3,2095.0,score,1.32
task3,2096.0,score,1.3
task3,2097.0,score,1.28
task3,2098.0,score,1.27
task3,2099.0,score,1.27
task3,2100.0,score,1.2
task3,2101.0,score,1.14
task3,2102.0,score,1.13
task3,2103.0,score,1.17
task3,2104.0,score,1.17
task3,2105.0,score,1.13
task3,2106.0,score,1.13
task3,2107.0,score,1.11
task3,2108.0,score,1.11
task3,2109.0,score,1.1
task3,2110.0,score,1.1
task3,2111.0,score,1.1
task3,2112.0,score,1.1
task3,2113.0,score,1.1
task3,2114.0,score,1.13
task3,2115.0,score,1.12
task3,2116.0,score,1.11
task3,2117.0,score,1.11
task3,2118.0,score,1.11
task3,2119.0,score,1.12
task3,2120.0,score,1.1
task3,2121.0,score,1.1
task3,2122.0,score,1.1
task3,2123.0,score,1.11
task3,2124.0,score,1.12
task3,2125.0,score,1.1
task3,2126.0,score,1.07
task3,2127.0,score,1.05
task3,2128.0,score,1.02
task3,2129.0,score,0.95
task3,2130.0,score,0.97
task3,2131.0,score,0.97
task3,2132.0,score,0.97
task3,2133.0,score,0.95
task3,2134.0,score,1.0
task3,2135.0,score,1.0
task3,2136.0,score,1.01
task3,2137.0,score,1.08
task3,2138.0,score,1.08
task3,2139.0,score,1.08
task3,2140.0,score,1.06
task3,2141.0,score,1.06
task3,2142.0,score,1.08
task3,2143.0,score,1.08
task3,2144.0,score,1.08
task3,2145.0,score,1.04
task3,2146.0,score,1.04
task3,2147.0,score,1.04
task3,2148.0,score,1.07
task3,2149.0,score,1.12
task3,2150.0,score,1.15
task3,2151.0,score,1.14
task3,2152.0,score,1.15
task3,2153.0,score,1.13
task3,2154.0,score,1.11
task3,2155.0,score,1.1
task3,2156.0,score,1.12
task3,2157.0,score,1.12
task3,2158.0,score,1.11
task3,2159.0,score,1.11
task3,2160.0,score,1.09
task3,2161.0,score,1.08
task3,2162.0,score,1.12
task3,2163.0,score,1.12
task3,2164.0,score,1.09
task3,2165.0,score,1.09
task3,2166.0,score,1.1
task3,2167.0,score,1.12
task3,2168.0,score,1.1
task3,2169.0,score,1.08
task3,2170.0,score,1.09
task3,2171.0,score,1.09
task3,2172.0,score,1.09
task3,2173.0,score,1.07
task3,2174.0,score,1.09
task3,2175.0,score,1.09
task3,2176.0,score,1.09
task3,2177.0,score,1.09
task3,2178.0,score,1.08
task3,2179.0,score,1.1
task3,2180.0,score,1.09
task3,2181.0,score,1.09
task3,2182.0,score,1.1
task3,2183.0,score,1.1
task3,2184.0,score,1.1
task3,2185.0,score,1.1
task3,2186.0,score,1.1
task3,2187.0,score,1.1
task3,2188.0,score,1.1
task3,2189.0,score,1.1
task3,2190.0,score,1.07
task3,2191.0,score,1.09
task3,2192.0,score,1.09
task3,2193.0,score,1.1
task3,2194.0,score,1.1
task3,2195.0,score,1.11
task3,2196.0,score,1.13
task3,2197.0,score,1.13
task3,2198.0,score,1.16
task3,2199.0,score,1.16
task3,2200.0,score,1.23
task3,2201.0,score,1.23
task3,2202.0,score,1.22
task3,2203.0,score,1.13
task3,2204.0,score,1.13
task3,2205.0,score,1.18
task3,2206.0,score,1.19
task3,2207.0,score,1.18
task3,2208.0,score,1.18
task3,2209.0,score,1.15
task3,2210.0,score,1.15
task3,2211.0,score,1.15
task3,2212.0,score,1.17
task3,2213.0,score,1.17
task3,2214.0,score,1.14
task3,2215.0,score,1.14
task3,2216.0,score,1.16
task3,2217.0,score,1.14
task3,2218.0,score,1.16
task3,2219.0,score,1.14
task3,2220.0,score,1.15
task3,2221.0,score,1.15
task3,2222.0,score,1.14
task3,2223.0,score,1.13
task3,2224.0,score,1.12
task3,2225.0,score,1.14
task3,2226.0,score,1.2
task3,2227.0,score,1.2
task3,2228.0,score,1.15
task3,2229.0,score,1.16
task3,2230.0,score,1.22
task3,2231.0,score,1.22
task3,2232.0,score,1.23
task3,2233.0,score,1.23
task3,2234.0,score,1.21
task3,2235.0,score,1.21
task3,2236.0,score,1.19
task3,2237.0,score,1.12
task3,2238.0,score,1.12
task3,2239.0,score,1.12
task3,2240.0,score,1.2
task3,2241.0,score,1.2
task3,2242.0,score,1.2
task3,2243.0,score,1.17
task3,2244.0,score,1.17
task3,2245.0,score,1.18
task3,2246.0,score,1.18
task3,2247.0,score,1.2
task3,2248.0,score,1.17
task3,2249.0,score,1.14
task3,2250.0,score,1.09
task3,2251.0,score,1.09
task3,2252.0,score,1.08
task3,2253.0,score,1.09
task3,2254.0,score,1.09
task3,2255.0,score,1.1
task3,2256.0,score,1.11
task3,2257.0,score,1.12
task3,2258.0,score,1.12
task3,2259.0,score,1.19
task3,2260.0,score,1.19
task3,2261.0,score,1.2
task3,2262.0,score,1.14
task3,2263.0,score,1.16
task3,2264.0,score,1.15
task3,2265.0,score,1.14
task3,2266.0,score,1.14
task3,2267.0,score,1.13
task3,2268.0,score,1.13
task3,2269.0,score,1.16
task3,2270.0,score,1.15
task3,2271.0,score,1.15
task3,2272.0,score,1.15
task3,2273.0,score,1.24
task3,2274.0,score,1.16
task3,2275.0,score,1.23
task3,2276.0,score,1.23
task3,2277.0,score,1.23
task3,2278.0,score,1.24
task3,2279.0,score,1.24
task3,2280.0,score,1.24
task3,2281.0,score,1.29
task3,2282.0,score,1.28
task3,2283.0,score,1.28
task3,2284.0,score,1.28
task3,2285.0,score,1.28
task3,2286.0,score,1.3
task3,2287.0,score,1.32
task3,2288.0,score,1.33
task3,2289.0,score,1.33
task3,2290.0,score,1.33
task3,2291.0,score,1.31
task3,2292.0,score,1.33
task3,2293.0,score,1.34
task3,2294.0,score,1.36
task3,2295.0,score,1.35
task3,2296.0,score,1.33
task3,2297.0,score,1.33
task3,2298.0,score,1.4
task3,2299.0,score,1.42
task3,2300.0,score,1.35
task3,2301.0,score,1.35
task3,2302.0,score,1.35
task3,2303.0,score,1.34
task3,2304.0,score,1.35
task3,2305.0,score,1.31
task3,2306.0,score,1.3
task3,2307.0,score,1.3
task3,2308.0,score,1.36
task3,2309.0,score,1.36
task3,2310.0,score,1.36
task3,2311.0,score,1.39
task3,2312.0,score,1.38
task3,2313.0,score,1.38
task3,2314.0,score,1.41
task3,2315.0,score,1.47
task3,2316.0,score,1.45
task3,2317.0,score,1.45
task3,2318.0,score,1.43
task3,2319.0,score,1.44
task3,2320.0,score,1.48
task3,2321.0,score,1.48
task3,2322.0,score,1.51
task3,2323.0,score,1.5
task3,2324.0,score,1.54
task3,2325.0,score,1.55
task3,2326.0,score,1.51
task3,2327.0,score,1.51
task3,2328.0,score,1.51
task3,2329.0,score,1.5
task3,2330.0,score,1.45
task3,2331.0,score,1.45
task3,2332.0,score,1.49
task3,2333.0,score,1.48
task3,2334.0,score,1.46
task3,2335.0,score,1.5
task3,2336.0,score,1.51
task3,2337.0,score,1.51
task3,2338.0,score,1.51
task3,2339.0,score,1.53
task3,2340.0,score,1.46
task3,2341.0,score,1.48
task3,2342.0,score,1.47
task3,2343.0,score,1.47
task3,2344.0,score,1.5
task3,2345.0,score,1.48
task3,2346.0,score,1.49
task3,2347.0,score,1.47
task3,2348.0,score,1.47
task3,2349.0,score,1.46
task3,2350.0,score,1.46
task3,2351.0,score,1.46
task3,2352.0,score,1.55
task3,2353.0,score,1.53
task3,2354.0,score,1.54
task3,2355.0,score,1.52
task3,2356.0,score,1.49
task3,2357.0,score,1.48
task3,2358.0,score,1.53
task3,2359.0,score,1.55
task3,2360.0,score,1.59
task3,2361.0,score,1.59
task3,2362.0,score,1.63
task3,2363.0,score,1.61
task3,2364.0,score,1.63
task3,2365.0,score,1.63
task3,2366.0,score,1.61
task3,2367.0,score,1.62
task3,2368.0,score,1.62
task3,2369.0,score,1.6
task3,2370.0,score,1.6
task3,2371.0,score,1.6
task3,2372.0,score,1.6
task3,2373.0,score,1.52
task3,2374.0,score,1.53
task3,2375.0,score,1.47
task3,2376.0,score,1.47
task3,2377.0,score,1.48
task3,2378.0,score,1.47
task3,2379.0,score,1.45
task3,2380.0,score,1.46
task3,2381.0,score,1.43
task3,2382.0,score,1.43
task3,2383.0,score,1.43
task3,2384.0,score,1.43
task3,2385.0,score,1.43
task3,2386.0,score,1.4
task3,2387.0,score,1.38
task3,2388.0,score,1.47
task3,2389.0,score,1.48
task3,2390.0,score,1.48
task3,2391.0,score,1.48
task3,2392.0,score,1.45
task3,2393.0,score,1.43
task3,2394.0,score,1.41
task3,2395.0,score,1.43
task3,2396.0,score,1.43
task3,2397.0,score,1.43
task3,2398.0,score,1.33
task3,2399.0,score,1.31
task3,2400.0,score,1.32
task3,2401.0,score,1.32
task3,2402.0,score,1.33
task3,2403.0,score,1.33
task3,2404.0,score,1.37
task3,2405.0,score,1.36
task3,2406.0,score,1.37
task3,2407.0,score,1.39
task3,2408.0,score,1.34
task3,2409.0,score,1.42
task3,2410.0,score,1.43
task3,2411.0,score,1.4
task3,2412.0,score,1.38
task3,2413.0,score,1.39
task3,2414.0,score,1.36
task3,2415.0,score,1.29
task3,2416.0,score,1.38
task3,2417.0,score,1.38
task3,2418.0,score,1.38
task3,2419.0,score,1.37
task3,2420.0,score,1.32
task3,2421.0,score,1.39
task3,2422.0,score,1.38
task3,2423.0,score,1.39
task3,2424.0,score,1.37
task3,2425.0,score,1.34
task3,2426.0,score,1.32
task3,2427.0,score,1.32
task3,2428.0,score,1.34
task3,2429.0,score,1.35
task3,2430.0,score,1.33
task3,2431.0,score,1.36
task3,2432.0,score,1.33
task3,2433.0,score,1.33
task3,2434.0,score,1.35
task3,2435.0,score,1.33
task3,2436.0,score,1.32
task3,2437.0,score,1.32
task3,2438.0,score,1.33
task3,2439.0,score,1.33
task3,2440.0,score,1.34
task3,2441.0,score,1.34
task3,2442.0,score,1.4
task3,2443.0,score,1.43
task3,2444.0,score,1.41
task3,2445.0,score,1.41
task3,2446.0,score,1.4
task3,2447.0,score,1.44
task3,2448.0,score,1.45
task3,2449.0,score,1.44
task3,2450.0,score,1.44
task3,2451.0,score,1.44
task3,2452.0,score,1.35
task3,2453.0,score,1.35
task3,2454.0,score,1.37
task3,2455.0,score,1.39
task3,2456.0,score,1.39
task3,2457.0,score,1.41
task3,2458.0,score,1.38
task3,2459.0,score,1.3
task3,2460.0,score,1.28
task3,2461.0,score,1.27
task3,2462.0,score,1.23
task3,2463.0,score,1.23
task3,2464.0,score,1.21
task3,2465.0,score,1.21
task3,2466.0,score,1.24
task3,2467.0,score,1.22
task3,2468.0,score,1.22
task3,2469.0,score,1.24
task3,2470.0,score,1.27
task3,2471.0,score,1.28
task3,2472.0,score,1.36
task3,2473.0,score,1.35
task3,2474.0,score,1.34
task3,2475.0,score,1.33
task3,2476.0,score,1.33
task3,2477.0,score,1.32
task3,2478.0,score,1.32
task3,2479.0,score,1.35
task3,2480.0,score,1.34
task3,2481.0,score,1.32
task3,2482.0,score,1.32
task3,2483.0,score,1.32
task3,2484.0,score,1.32
task3,2485.0,score,1.34
task3,2486.0,score,1.36
task3,2487.0,score,1.42
task3,2488.0,score,1.34
task3,2489.0,score,1.32
task3,2490.0,score,1.32
task3,2491.0,score,1.34
task3,2492.0,score,1.37
task3,2493.0,score,1.37
task3,2494.0,score,1.37
task3,2495.0,score,1.35
task3,2496.0,score,1.38
task3,2497.0,score,1.39
task3,2498.0,score,1.4
task3,2499.0,score,1.46
task3,2500.0,score,1.49
task3,2501.0,score,1.49
task3,2502.0,score,1.49
task3,2503.0,score,1.49
task3,2504.0,score,1.45
task3,2505.0,score,1.46
task3,2506.0,score,1.45
task3,2507.0,score,1.47
task3,2508.0,score,1.46
task3,2509.0,score,1.41
task3,2510.0,score,1.4
task3,2511.0,score,1.4
task3,2512.0,score,1.4
task3,2513.0,score,1.42
task3,2514.0,score,1.42
task3,2515.0,score,1.42
task3,2516.0,score,1.33
task3,2517.0,score,1.33
task3,2518.0,score,1.33
task3,2519.0,score,1.35
task3,2520.0,score,1.35
task3,2521.0,score,1.26
task3,2522.0,score,1.25
task3,2523.0,score,1.24
task3,2524.0,score,1.22
task3,2525.0,score,1.25
task3,2526.0,score,1.25
task3,2527.0,score,1.25
task3,2528.0,score,1.23
task3,2529.0,score,1.23
task3,2530.0,score,1.23
task3,2531.0,score,1.21
task3,2532.0,score,1.22
task3,2533.0,score,1.22
task3,2534.0,score,1.19
task3,2535.0,score,1.17
task3,2536.0,score,1.17
task3,2537.0,score,1.19
task3,2538.0,score,1.19
task3,2539.0,score,1.19
task3,2540.0,score,1.18
task3,2541.0,score,1.19
task3,2542.0,score,1.15
task3,2543.0,score,1.17
task3,2544.0,score,1.2
task3,2545.0,score,1.2
task3,2546.0,score,1.22
task3,2547.0,score,1.18
task3,2548.0,score,1.17
task3,2549.0,score,1.17
task3,2550.0,score,1.17
task3,2551.0,score,1.17
task3,2552.0,score,1.17
task3,2553.0,score,1.18
task3,2554.0,score,1.15
task3,2555.0,score,1.13
task3,2556.0,score,1.13
task3,2557.0,score,1.12
task3,2558.0,score,1.1
task3,2559.0,score,1.12
task3,2560.0,score,1.1
task3,2561.0,score,1.1
task3,2562.0,score,1.12
task3,2563.0,score,1.12
task3,2564.0,score,1.16
task3,2565.0,score,1.19
task3,2566.0,score,1.2
task3,2567.0,score,1.2
task3,2568.0,score,1.21
task3,2569.0,score,1.2
task3,2570.0,score,1.19
task3,2571.0,score,1.18
task3,2572.0,score,1.13
task3,2573.0,score,1.12
task3,2574.0,score,1.12
task3,2575.0,score,1.12
task3,2576.0,score,1.13
task3,2577.0,score,1.16
task3,2578.0,score,1.16
task3,2579.0,score,1.13
task3,2580.0,score,1.13
task3,2581.0,score,1.16
task3,2582.0,score,1.17
task3,2583.0,score,1.17
task3,2584.0,score,1.22
task3,2585.0,score,1.2
task3,2586.0,score,1.18
task3,2587.0,score,1.28
task3,2588.0,score,1.35
task3,2589.0,score,1.35
task3,2590.0,score,1.35
task3,2591.0,score,1.33
task3,2592.0,score,1.33
task3,2593.0,score,1.33
task3,2594.0,score,1.38
task3,2595.0,score,1.39
task3,2596.0,score,1.36
task3,2597.0,score,1.4
task3,2598.0,score,1.39
task3,2599.0,score,1.35
task3,2600.0,score,1.3
task3,2601.0,score,1.32
task3,2602.0,score,1.32
task3,2603.0,score,1.32
task3,2604.0,score,1.33
task3,2605.0,score,1.32
task3,2606.0,score,1.32
task3,2607.0,score,1.3
task3,2608.0,score,1.31
task3,2609.0,score,1.28
task3,2610.0,score,1.28
task3,2611.0,score,1.28
task3,2612.0,score,1.28
task3,2613.0,score,1.25
task3,2614.0,score,1.34
task3,2615.0,score,1.34
task3,2616.0,score,1.39
task3,2617.0,score,1.41
task3,2618.0,score,1.5
task3,2619.0,score,1.49
task3,2620.0,score,1.55
task3,2621.0,score,1.56
task3,2622.0,score,1.54
task3,2623.0,score,1.54
task3,2624.0,score,1.54
task3,2625.0,score,1.61
task3,2626.0,score,1.62
task3,2627.0,score,1.62
task3,2628.0,score,1.62
task3,2629.0,score,1.61
task3,2630.0,score,1.6
task3,2631.0,score,1.61
task3,2632.0,score,1.58
task3,2633.0,score,1.58
task3,2634.0,score,1.58
task3,2635.0,score,1.62
task3,2636.0,score,1.62
task3,2637.0,score,1.61
task3,2638.0,score,1.61
task3,2639.0,score,1.59
task3,2640.0,score,1.63
task3,2641.0,score,1.62
task3,2642.0,score,1.59
task3,2643.0,score,1.56
task3,2644.0,score,1.52
task3,2645.0,score,1.57
task3,2646.0,score,1.66
task3,2647.0,score,1.66
task3,2648.0,score,1.67
task3,2649.0,score,1.72
task3,2650.0,score,1.72
task3,2651.0,score,1.73
task3,2652.0,score,1.73
task3,2653.0,score,1.72
task3,2654.0,score,1.76
task3,2655.0,score,1.77
task3,2656.0,score,1.77
task3,2657.0,score,1.77
task3,2658.0,score,1.78
task3,2659.0,score,1.75
task3,2660.0,score,1.75
task3,2661.0,score,1.8
task3,2662.0,score,1.78
task3,2663.0,score,1.8
task3,2664.0,score,1.76
task3,2665.0,score,1.74
task3,2666.0,score,1.71
task3,2667.0,score,1.72
task3,2668.0,score,1.71
task3,2669.0,score,1.7
task3,2670.0,score,1.69
task3,2671.0,score,1.72
task3,2672.0,score,1.7
task3,2673.0,score,1.74
task3,2674.0,score,1.78
task3,2675.0,score,1.78
task3,2676.0,score,1.77
task3,2677.0,score,1.74
task3,2678.0,score,1.75
task3,2679.0,score,1.77
task3,2680.0,score,1.77
task3,2681.0,score,1.81
task3,2682.0,score,1.8
task3,2683.0,score,1.84
task3,2684.0,score,1.8
task3,2685.0,score,1.8
task3,2686.0,score,1.86
task3,2687.0,score,1.73
task3,2688.0,score,1.66
task3,2689.0,score,1.66
task3,2690.0,score,1.76
task3,2691.0,score,1.78
task3,2692.0,score,1.85
task3,2693.0,score,1.91
task3,2694.0,score,1.86
task3,2695.0,score,1.87
task3,2696.0,score,1.87
task3,2697.0,score,1.82
task3,2698.0,score,1.85
task3,2699.0,score,1.86
task3,2700.0,score,1.89
task3,2701.0,score,1.89
task3,2702.0,score,1.96
task3,2703.0,score,1.96
task3,2704.0,score,1.94
task3,2705.0,score,1.99
task3,2706.0,score,2.08
task3,2707.0,score,2.06
task3,2708.0,score,2.1
task3,2709.0,score,2.12
task3,2710.0,score,2.13
task3,2711.0,score,2.21
task3,2712.0,score,2.21
task3,2713.0,score,2.23
task3,2714.0,score,2.16
task3,2715.0,score,2.16
task3,2716.0,score,2.12
task3,2717.0,score,2.16
task3,2718.0,score,2.09
task3,2719.0,score,2.09
task3,2720.0,score,2.03
task3,2721.0,score,2.02
task3,2722.0,score,2.02
task3,2723.0,score,2.05
task3,2724.0,score,2.05
task3,2725.0,score,1.95
task3,2726.0,score,1.94
task3,2727.0,score,1.96
task3,2728.0,score,1.97
task3,2729.0,score,1.97
task3,2730.0,score,1.98
task3,2731.0,score,2.01
task3,2732.0,score,2.02
task3,2733.0,score,2.04
task3,2734.0,score,2.05
task3,2735.0,score,2.01
task3,2736.0,score,2.18
task3,2737.0,score,2.17
task3,2738.0,score,2.16
task3,2739.0,score,2.18
task3,2740.0,score,2.13
task3,2741.0,score,2.12
task3,2742.0,score,2.12
task3,2743.0,score,2.1
task3,2744.0,score,2.13
task3,2745.0,score,2.08
task3,2746.0,score,1.97
task3,2747.0,score,1.99
task3,2748.0,score,1.98
task3,2749.0,score,1.93
task3,2750.0,score,1.94
task3,2751.0,score,1.95
task3,2752.0,score,1.95
task3,2753.0,score,1.99
task3,2754.0,score,1.96
task3,2755.0,score,1.98
task3,2756.0,score,1.99
task3,2757.0,score,1.99
task3,2758.0,score,1.99
task3,2759.0,score,2.03
task3,2760.0,score,2.03
task3,2761.0,score,1.98
task3,2762.0,score,1.98
task3,2763.0,score,1.96
task3,2764.0,score,1.96
task3,2765.0,score,1.96
task3,2766.0,score,1.95
task3,2767.0,score,2.07
task3,2768.0,score,2.1
task3,2769.0,score,2.09
task3,2770.0,score,2.1
task3,2771.0,score,2.09
task3,2772.0,score,2.08
task3,2773.0,score,2.04
task3,2774.0,score,2.01
task3,2775.0,score,2.01
task3,2776.0,score,2.01
task3,2777.0,score,2.03
task3,2778.0,score,2.03
task3,2779.0,score,2.06
task3,2780.0,score,2.1
task3,2781.0,score,2.03
task3,2782.0,score,2.05
task3,2783.0,score,2.01
task3,2784.0,score,2.14
task3,2785.0,score,2.17
task3,2786.0,score,2.13
task3,2787.0,score,2.11
task3,2788.0,score,2.17
task3,2789.0,score,2.25
task3,2790.0,score,2.16
task3,2791.0,score,2.23
task3,2792.0,score,2.13
task3,2793.0,score,2.07
task3,2794.0,score,2.14
task3,2795.0,score,2.12
task3,2796.0,score,2.12
task3,2797.0,score,2.12
task3,2798.0,score,2.09
task3,2799.0,score,2.07
task3,2800.0,score,2.05
task3,2801.0,score,2.03
task3,2802.0,score,1.95
task3,2803.0,score,1.95
task3,2804.0,score,1.96
task3,2805.0,score,2.0
task3,2806.0,score,1.93
task3,2807.0,score,1.94
task3,2808.0,score,1.94
task3,2809.0,score,1.93
task3,2810.0,score,1.95
task3,2811.0,score,1.95
task3,2812.0,score,1.99
task3,2813.0,score,1.97
task3,2814.0,score,1.96
task3,2815.0,score,1.98
task3,2816.0,score,2.02
task3,2817.0,score,1.96
task3,2818.0,score,1.94
task3,2819.0,score,1.96
task3,2820.0,score,1.97
task3,2821.0,score,1.98
task3,2822.0,score,1.98
task3,2823.0,score,1.95
task3,2824.0,score,1.94
task3,2825.0,score,1.94
task3,2826.0,score,1.94
task3,2827.0,score,1.95
task3,2828.0,score,1.94
task3,2829.0,score,1.98
task3,2830.0,score,1.97
task3,2831.0,score,1.92
task3,2832.0,score,1.94
task3,2833.0,score,1.93
task3,2834.0,score,1.94
task3,2835.0,score,1.94
task3,2836.0,score,1.78
task3,2837.0,score,1.79
task3,2838.0,score,1.79
task3,2839.0,score,1.77
task3,2840.0,score,1.85
task3,2841.0,score,1.85
task3,2842.0,score,1.87
task3,2843.0,score,1.9
task3,2844.0,score,1.94
task3,2845.0,score,1.94
task3,2846.0,score,1.96
task3,2847.0,score,1.95
task3,2848.0,score,1.95
task3,2849.0,score,1.99
task3,2850.0,score,2.07
task3,2851.0,score,2.08
task3,2852.0,score,2.1
task3,2853.0,score,2.07
task3,2854.0,score,2.06
task3,2855.0,score,2.03
task3,2856.0,score,2.12
task3,2857.0,score,2.12
task3,2858.0,score,2.2
task3,2859.0,score,2.16
task3,2860.0,score,2.25
task3,2861.0,score,2.26
task3,2862.0,score,2.29
task3,2863.0,score,2.31
task3,2864.0,score,2.31
task3,2865.0,score,2.3
task3,2866.0,score,2.4
task3,2867.0,score,2.28
task3,2868.0,score,2.25
task3,2869.0,score,2.26
task3,2870.0,score,2.27
task3,2871.0,score,2.26
task3,2872.0,score,2.26
task3,2873.0,score,2.28
task3,2874.0,score,2.27
task3,2875.0,score,2.29
task3,2876.0,score,2.3
task3,2877.0,score,2.37
task3,2878.0,score,2.38
task3,2879.0,score,2.33
task3,2880.0,score,2.29
task3,2881.0,score,2.32
task3,2882.0,score,2.31
task3,2883.0,score,2.33
task3,2884.0,score,2.23
task3,2885.0,score,2.2
task3,2886.0,score,2.18
task3,2887.0,score,2.17
task3,2888.0,score,2.09
task3,2889.0,score,2.05
task3,2890.0,score,2.04
task3,2891.0,score,1.95
task3,2892.0,score,1.95
task3,2893.0,score,1.95
task3,2894.0,score,1.88
task3,2895.0,score,1.88
task3,2896.0,score,1.94
task3,2897.0,score,1.94
task3,2898.0,score,1.94
task3,2899.0,score,1.93
task3,2900.0,score,1.92
task3,2901.0,score,1.97
task3,2902.0,score,1.99
task3,2903.0,score,2.02
task3,2904.0,score,2.01
task3,2905.0,score,1.92
task3,2906.0,score,1.9
task3,2907.0,score,1.89
task3,2908.0,score,1.84
task3,2909.0,score,1.84
task3,2910.0,score,1.83
task3,2911.0,score,1.8
task3,2912.0,score,1.76
task3,2913.0,score,1.77
task3,2914.0,score,1.76
task3,2915.0,score,1.74
task3,2916.0,score,1.7
task3,2917.0,score,1.73
task3,2918.0,score,1.74
task3,2919.0,score,1.73
task3,2920.0,score,1.75
task3,2921.0,score,1.91
task3,2922.0,score,1.91
task3,2923.0,score,1.91
task3,2924.0,score,1.91
task3,2925.0,score,1.91
task3,2926.0,score,1.91
task3,2927.0,score,1.92
task3,2928.0,score,1.93
task3,2929.0,score,1.95
task3,2930.0,score,1.95
task3,2931.0,score,1.96
task3,2932.0,score,2.01
task3,2933.0,score,2.02
task3,2934.0,score,2.1
task3,2935.0,score,2.1
task3,2936.0,score,2.09
task3,2937.0,score,2.08
task3,2938.0,score,2.08
task3,2939.0,score,2.11
task3,2940.0,score,2.03
task3,2941.0,score,2.02
task3,2942.0,score,2.0
task3,2943.0,score,2.04
task3,2944.0,score,1.97
task3,2945.0,score,1.97
task3,2946.0,score,1.96
task3,2947.0,score,1.95
task3,2948.0,score,1.95
task3,2949.0,score,1.93
task3,2950.0,score,1.84
task3,2951.0,score,1.81
task3,2952.0,score,1.87
task3,2953.0,score,1.86
task3,2954.0,score,1.92
task3,2955.0,score,1.94
task3,2956.0,score,1.84
task3,2957.0,score,1.83
task3,2958.0,score,1.75
task3,2959.0,score,1.75
task3,2960.0,score,1.69
task3,2961.0,score,1.69
task3,2962.0,score,1.71
task3,2963.0,score,1.73
task3,2964.0,score,1.74
task3,2965.0,score,1.75
task3,2966.0,score,1.65
task3,2967.0,score,1.65
task3,2968.0,score,1.74
task3,2969.0,score,1.75
task3,2970.0,score,1.72
